Address_ID,Street,City,State,Zipcode,Created_On,Modified_On
367,88 Prentice Junction,Dallas,Texas,75231,4/21/04,10/24/16
368,35 Fordem Street,Crawfordsville,Indiana,47937,7/6/10,8/1/10
369,29 Scott Avenue,Honolulu,Hawaii,96820,9/5/07,5/18/17
370,19617 Pond Place,San Francisco,California,94177,7/21/05,5/29/16
371,8378 Mitchell Terrace,Houston,Texas,77070,12/12/21,6/5/18
372,969 Ryan Place,Saint Paul,Minnesota,55123,8/21/18,6/14/11
373,12424 Blackbird Park,Houston,Texas,77085,7/24/20,5/21/13
374,09 Eliot Hill,Apache Junction,Arizona,85219,1/2/14,11/28/10
375,9 Center Plaza,Duluth,Georgia,30096,11/10/04,2/11/05
376,18 Merchant Center,Shreveport,Louisiana,71137,3/11/14,3/10/05
377,0338 Sheridan Drive,Las Cruces,New Mexico,88006,7/6/16,3/27/19
378,271 Dahle Avenue,Huntington,West Virginia,25770,10/16/07,10/5/13
379,5 Armistice Crossing,Sacramento,California,95865,6/3/02,3/5/08
380,3 Coolidge Park,Kansas City,Missouri,64179,11/19/16,9/11/10
381,6 Merrick Plaza,Sterling,Virginia,20167,2/2/14,3/21/17
382,2 Schmedeman Circle,Garden Grove,California,92844,3/1/14,3/13/06
383,0 Tony Alley,Charlotte,North Carolina,28210,9/10/17,2/14/06
384,747 Westridge Junction,Omaha,Nebraska,68117,4/29/24,6/14/14
385,744 Shopko Lane,Longview,Texas,75605,4/16/21,9/25/11
386,47125 Cardinal Hill,Hartford,Connecticut,6140,1/5/05,6/20/04
387,03713 Lerdahl Drive,Seminole,Florida,34642,7/1/01,9/30/22
388,03127 Scott Drive,Washington,District of Columbia,20310,6/4/24,6/4/14
389,19 Pankratz Crossing,Sioux Falls,South Dakota,57105,5/13/20,1/20/17
390,9 Muir Terrace,Frederick,Maryland,21705,10/2/21,8/25/09
391,102 Ridgeway Crossing,Fort Wayne,Indiana,46852,3/28/01,8/6/21
392,044 Prairie Rose Center,Cincinnati,Ohio,45228,7/1/05,11/19/19
393,469 Duke Alley,Fort Wayne,Indiana,46825,12/17/23,3/29/13
394,5 Arizona Way,Philadelphia,Pennsylvania,19178,11/17/01,10/25/14
395,1 Anhalt Parkway,Stockton,California,95219,6/26/01,7/17/00
396,35791 Artisan Crossing,Philadelphia,Pennsylvania,19125,5/7/00,5/28/04
397,65 Manufacturers Court,Washington,District of Columbia,20215,10/11/23,6/21/03
398,88 Meadow Valley Crossing,Saint Paul,Minnesota,55103,8/9/07,6/11/12
399,0 La Follette Place,Frederick,Maryland,21705,12/26/02,8/12/01
400,6 Larry Court,Winston Salem,North Carolina,27110,10/31/04,5/20/07
401,0 Linden Circle,Billings,Montana,59112,7/24/04,2/1/01
402,03 Village Pass,Columbus,Georgia,31904,2/6/03,3/5/18
403,953 Scofield Road,Midland,Texas,79710,1/3/11,4/10/19
404,7962 Ilene Hill,Detroit,Michigan,48232,7/20/20,12/10/14
405,03332 Cascade Place,Roanoke,Virginia,24034,1/28/15,1/4/11
406,67660 Judy Court,New Castle,Pennsylvania,16107,1/4/16,12/25/07
407,43016 Grayhawk Crossing,High Point,North Carolina,27264,1/4/02,11/22/16
408,649 Melody Avenue,Trenton,New Jersey,8638,3/23/08,7/23/12
409,16299 Express Trail,Washington,District of Columbia,20051,7/23/17,6/16/09
410,5986 Lien Road,Topeka,Kansas,66622,1/2/22,4/30/00
411,99568 Killdeer Road,Fort Lauderdale,Florida,33355,6/9/12,8/28/24
412,26 Blue Bill Park Park,Port Saint Lucie,Florida,34985,5/22/17,5/25/19
413,943 Marcy Pass,Chicago,Illinois,60636,3/20/02,9/21/17
414,0 Hintze Court,Honolulu,Hawaii,96845,3/18/02,2/7/16
415,4 Ryan Crossing,San Francisco,California,94110,2/19/04,4/28/02
416,010 Packers Pass,Tulsa,Oklahoma,74149,10/5/06,10/19/24
417,29405 Transport Place,Sarasota,Florida,34276,7/11/11,7/21/21
418,418 4th Street,Buffalo,New York,14215,1/4/02,10/20/03
419,1 Bluejay Place,Louisville,Kentucky,40298,10/1/09,9/8/21
420,283 Sundown Junction,Torrance,California,90510,3/25/03,6/6/12
421,7385 Prairieview Road,Albany,New York,12227,1/15/01,11/25/05
422,1 Monica Road,Columbus,Georgia,31914,4/2/13,1/29/12
423,1886 Crest Line Alley,San Angelo,Texas,76905,2/16/21,10/4/20
424,1897 Dexter Center,El Paso,Texas,88558,4/8/14,3/25/21
425,9051 Monica Park,Las Vegas,Nevada,89155,5/27/14,10/31/03
426,9 Crowley Plaza,Washington,District of Columbia,20425,9/22/18,3/9/18
427,71491 Portage Trail,Kalamazoo,Michigan,49006,9/22/03,5/20/10
428,026 Elka Street,Columbus,Ohio,43284,9/6/23,6/11/09
429,6557 Lakewood Crossing,Fort Lauderdale,Florida,33320,11/14/02,3/19/23
430,7125 Clemons Hill,Tulsa,Oklahoma,74133,7/31/09,5/4/04
431,98201 Center Circle,Minneapolis,Minnesota,55448,10/6/13,7/6/07
432,38 Tennyson Park,Lexington,Kentucky,40596,11/17/22,4/21/04
433,67136 Delaware Pass,Santa Rosa,California,95405,7/21/05,8/10/24
434,89 Elmside Trail,Pueblo,Colorado,81005,1/17/18,6/17/08
435,33316 Dakota Pass,Dayton,Ohio,45403,8/18/19,4/1/16
436,11 Clemons Hill,Vero Beach,Florida,32964,2/9/22,12/1/11
437,65 Longview Road,Topeka,Kansas,66699,3/16/04,8/16/01
438,15 Rockefeller Park,Atlanta,Georgia,30343,4/28/19,5/1/15
439,590 Paget Circle,North Little Rock,Arkansas,72118,12/28/10,12/14/24
440,6589 Mockingbird Center,Saint Paul,Minnesota,55123,5/30/03,5/31/20
441,96 Rusk Circle,Columbus,Georgia,31904,2/20/07,7/22/18
442,11633 Cody Circle,Spokane,Washington,99260,10/7/19,7/24/21
443,68 Prentice Place,Spokane,Washington,99220,1/23/03,7/9/20
444,71 Cottonwood Street,Gulfport,Mississippi,39505,8/11/04,6/2/17
445,4 Kingsford Circle,Anaheim,California,92825,2/25/17,2/28/12
446,2606 Anderson Hill,Roanoke,Virginia,24004,3/2/10,10/28/24
447,193 Continental Place,Boise,Idaho,83722,12/25/10,7/11/19
448,4 Brickson Park Point,Orlando,Florida,32819,6/21/02,9/30/18
449,6 Bultman Way,Brooklyn,New York,11231,10/18/17,10/19/18
450,7 Elka Junction,Evansville,Indiana,47747,6/13/00,4/2/08
451,14 Jana Road,Rochester,New York,14604,8/10/06,2/12/12
452,78760 Scoville Street,Shreveport,Louisiana,71151,3/31/06,2/18/10
453,52 Brown Alley,Charlottesville,Virginia,22903,12/12/00,12/31/06
454,751 Northwestern Street,Buffalo,New York,14205,1/4/06,10/18/17
455,667 Dapin Lane,Birmingham,Alabama,35215,3/13/15,6/3/15
456,53 Lindbergh Park,New Haven,Connecticut,6505,6/4/14,1/6/17
457,23 Ronald Regan Way,Brooklyn,New York,11215,5/21/23,9/28/24
458,3970 7th Point,Peoria,Arizona,85383,3/1/17,4/20/01
459,10 Barby Plaza,Austin,Texas,78778,8/14/05,9/21/15
460,9 Hagan Parkway,Tacoma,Washington,98442,12/8/00,3/10/12
461,144 Veith Street,San Antonio,Texas,78235,8/3/04,4/24/20
462,120 Butternut Road,Tampa,Florida,33605,4/10/18,9/16/24
463,6 Farwell Avenue,Los Angeles,California,90010,5/9/16,12/16/19
464,58 Autumn Leaf Hill,Lansing,Michigan,48919,5/27/23,9/22/16
465,4962 Loeprich Plaza,Watertown,Massachusetts,2472,4/8/22,3/11/19
466,09526 Forster Hill,El Paso,Texas,79955,3/29/24,5/7/24
467,93586 Summer Ridge Drive,Zephyrhills,Florida,33543,1/29/16,1/7/07
468,3 Hoepker Junction,Utica,New York,13505,7/17/09,2/19/13
469,10 Kedzie Trail,Loretto,Minnesota,55598,12/23/10,2/22/06
470,58966 Straubel Circle,Baltimore,Maryland,21275,3/2/21,1/21/22
471,28 Helena Circle,New York City,New York,10105,12/28/19,1/10/20
472,04 Upham Plaza,Youngstown,Ohio,44505,5/15/02,12/28/22
473,2 Kensington Pass,Albany,New York,12232,10/18/14,8/4/19
474,900 Portage Place,Atlanta,Georgia,31190,2/28/13,12/3/13
475,65 Saint Paul Way,New Orleans,Louisiana,70154,11/16/20,2/9/03
476,188 Basil Street,Dallas,Texas,75236,11/26/13,5/17/24
477,8 Village Junction,Shreveport,Louisiana,71137,2/28/17,12/11/05
478,69720 Calypso Parkway,Santa Monica,California,90405,1/17/12,4/16/00
479,3 Huxley Park,Akron,Ohio,44315,10/14/02,4/13/02
480,435 Bunker Hill Junction,San Antonio,Texas,78240,11/15/24,2/10/22
481,8305 Ryan Avenue,Atlanta,Georgia,30375,6/15/21,8/13/13
482,5699 Columbus Pass,Santa Cruz,California,95064,7/27/13,11/26/16
483,34 Bunting Point,Charleston,South Carolina,29416,5/21/24,9/3/05
484,0761 Park Meadow Drive,Washington,District of Columbia,20041,1/11/15,1/2/14
485,69932 Golf Course Center,Jacksonville,Florida,32230,1/24/11,6/7/22
486,50953 Gale Terrace,Jefferson City,Missouri,65105,12/9/02,1/6/02
487,86817 Onsgard Way,Phoenix,Arizona,85062,4/3/18,7/4/17
488,6 Scofield Terrace,Atlanta,Georgia,30340,11/3/00,1/31/08
489,1974 Ohio Hill,Winston Salem,North Carolina,27105,7/13/21,1/3/09
490,436 Shopko Drive,Pasadena,California,91199,6/27/18,2/15/03
491,748 Bowman Place,Young America,Minnesota,55551,8/23/17,5/26/10
492,3 Anderson Park,New Brunswick,New Jersey,8922,2/25/15,4/14/23
493,44606 International Circle,Littleton,Colorado,80161,3/26/15,11/20/10
494,137 Fuller Circle,Albany,New York,12262,11/10/08,12/11/05
495,69 Huxley Lane,Louisville,Kentucky,40266,9/9/22,1/31/12
496,58 Aberg Circle,Cleveland,Ohio,44197,3/8/01,8/15/12
497,9173 Hooker Drive,Toledo,Ohio,43666,11/25/12,11/18/11
498,5 Southridge Parkway,Glendale,California,91210,5/21/09,1/6/02
499,75 Lighthouse Bay Avenue,Tallahassee,Florida,32309,12/12/11,4/10/23
500,10 Novick Pass,Dayton,Ohio,45426,8/15/24,2/9/13
501,8797 Golf View Point,Atlanta,Georgia,31132,4/2/03,5/6/12
502,685 Shopko Hill,Gulfport,Mississippi,39505,2/8/06,8/13/21
503,475 Brentwood Lane,Washington,District of Columbia,20088,8/17/16,12/11/12
504,54 Drewry Court,Oakland,California,94622,9/29/02,10/19/00
505,0926 Milwaukee Way,Nashville,Tennessee,37240,10/5/11,3/10/10
506,75577 Maple Plaza,Tacoma,Washington,98417,4/17/00,11/9/16
507,9843 Southridge Avenue,Dallas,Texas,75277,7/4/04,2/11/25
508,6903 Duke Lane,Merrifield,Virginia,22119,10/10/02,6/21/08
509,68055 Tennessee Hill,Kansas City,Missouri,64109,8/22/16,11/20/24
510,88892 Summer Ridge Street,Dallas,Texas,75226,11/18/06,11/5/20
511,25345 Mayfield Alley,Arlington,Virginia,22244,8/23/21,3/30/20
512,70 Starling Road,Lubbock,Texas,79405,1/21/25,11/30/24
513,465 Prairieview Drive,Port Washington,New York,11054,3/16/21,10/22/03
514,4 Oak Valley Parkway,Las Vegas,Nevada,89145,4/16/15,12/11/17
515,6 Loeprich Road,Lansing,Michigan,48901,11/2/01,2/2/01
516,9 Redwing Circle,Dallas,Texas,75260,5/28/11,12/27/23
517,17294 Schiller Court,Baton Rouge,Louisiana,70826,7/30/17,1/13/06
518,35652 American Ash Point,New Haven,Connecticut,6510,2/17/19,3/18/11
519,75160 Lukken Hill,Boston,Massachusetts,2216,11/22/15,2/7/06
520,6610 Goodland Parkway,Charlotte,North Carolina,28256,5/27/12,4/11/22
521,83652 Stone Corner Trail,Naples,Florida,34114,3/30/15,10/29/00
522,99340 Steensland Center,San Antonio,Texas,78296,9/21/11,2/10/10
523,8868 7th Trail,Lubbock,Texas,79405,8/10/18,7/12/08
524,69777 Bashford Plaza,Bradenton,Florida,34205,9/17/15,1/6/02
525,87042 Sommers Alley,Erie,Pennsylvania,16565,1/13/11,9/9/18
526,7072 Nancy Street,Long Beach,California,90831,11/14/15,11/10/12
527,80028 Bonner Center,Washington,District of Columbia,20599,5/8/10,7/9/20
528,55514 Mayfield Parkway,Temple,Texas,76505,7/5/12,9/21/21
529,0934 Hoepker Circle,San Diego,California,92186,3/14/08,12/7/06
530,5222 Nobel Street,Lubbock,Texas,79410,5/8/04,6/5/03
531,91 Green Lane,Lima,Ohio,45807,10/9/23,10/8/24
532,481 Westport Trail,Charlotte,North Carolina,28284,2/25/11,10/22/10
533,182 Mariners Cove Street,Louisville,Kentucky,40215,7/15/21,6/5/24
534,6224 Forest Dale Center,Omaha,Nebraska,68134,4/29/16,10/5/10
535,63 Golf Parkway,Toledo,Ohio,43699,9/25/09,8/18/19
536,77439 Delladonna Lane,Clearwater,Florida,33763,12/13/17,12/22/07
537,9 Summerview Circle,Anchorage,Alaska,99507,9/9/24,3/31/01
538,7607 Trailsway Street,Syracuse,New York,13210,4/12/04,6/15/22
539,29 Chinook Trail,West Palm Beach,Florida,33411,6/29/13,12/4/15
540,078 Pine View Way,New York City,New York,10184,6/9/09,4/17/03
541,89242 Upham Place,Schenectady,New York,12325,9/5/04,6/14/01
542,828 Autumn Leaf Point,Seattle,Washington,98148,6/14/20,6/9/07
543,90 Schiller Park,Lubbock,Texas,79452,11/14/10,10/30/02
544,67284 Pankratz Center,Sparks,Nevada,89436,6/13/22,11/1/24
545,81 Southridge Circle,Denver,Colorado,80241,12/11/17,2/3/04
546,03 Warrior Avenue,Saint Louis,Missouri,63150,6/1/18,12/17/22
547,5 Elka Street,Fairfield,Connecticut,6825,10/23/00,2/13/22
548,77 Southridge Avenue,Denver,Colorado,80255,8/28/08,7/15/19
549,19662 Wayridge Trail,Saint Paul,Minnesota,55108,9/29/21,4/3/04
550,0963 Clyde Gallagher Way,Brooklyn,New York,11254,5/11/00,9/10/06
551,739 Artisan Hill,Montgomery,Alabama,36195,1/11/23,11/30/02
552,31 Talmadge Plaza,Miami,Florida,33233,10/31/17,9/4/13
553,079 Ridgeway Trail,Springfield,Missouri,65898,5/15/01,5/13/22
554,38034 Heath Drive,San Antonio,Texas,78265,11/7/09,4/11/03
555,243 Ridgeview Plaza,Washington,District of Columbia,20244,2/6/03,2/27/19
556,98910 Jackson Plaza,Norfolk,Virginia,23520,2/18/19,3/10/00
557,8511 Debs Avenue,Houston,Texas,77005,1/31/01,4/27/00
558,600 Ronald Regan Center,Lawrenceville,Georgia,30045,1/5/07,6/6/16
559,07984 Heath Hill,Houston,Texas,77299,12/5/24,4/4/19
560,3 Hanover Court,Mountain View,California,94042,7/29/22,10/24/04
561,0770 Mariners Cove Point,Richmond,Virginia,23242,1/16/22,12/10/14
562,71421 Clarendon Place,Honolulu,Hawaii,96810,11/26/24,12/11/15
563,5 Crescent Oaks Trail,Chico,California,95973,11/21/10,8/17/19
564,39 Comanche Point,Reno,Nevada,89505,1/10/07,9/11/03
565,8 Goodland Avenue,Pittsburgh,Pennsylvania,15240,6/1/05,12/23/13
566,30653 Moose Park,Maple Plain,Minnesota,55579,7/9/16,6/20/00
567,56504 Maple Parkway,Montgomery,Alabama,36109,7/2/02,6/9/16
568,18 Twin Pines Road,Santa Monica,California,90410,4/16/14,11/1/17
569,98 Utah Park,Cincinnati,Ohio,45213,11/23/09,1/1/25
570,70559 Maryland Circle,Wichita Falls,Texas,76305,7/18/02,2/5/12
571,0 Kenwood Alley,Rockford,Illinois,61110,9/3/10,5/30/04
572,80 Donald Crossing,Salt Lake City,Utah,84152,11/9/13,11/30/09
573,11462 Melby Circle,Amarillo,Texas,79182,4/9/20,10/5/09
574,41 Kennedy Place,Saint Paul,Minnesota,55103,11/2/12,1/5/22
575,62043 Heath Hill,Corona,California,92883,3/13/14,9/30/16
576,61 2nd Street,Denver,Colorado,80270,8/18/24,5/14/20
577,26310 Loeprich Road,New Orleans,Louisiana,70149,5/4/22,10/1/22
578,2657 Anniversary Way,Huntsville,Alabama,35805,11/19/16,5/25/05
579,5342 Hanover Drive,Columbus,Ohio,43284,9/23/15,5/30/02
580,380 Maple Trail,Youngstown,Ohio,44505,4/1/18,8/26/23
581,8 Esker Pass,Kansas City,Missouri,64187,12/2/16,5/8/05
582,5 Meadow Valley Hill,Rochester,New York,14604,5/28/07,5/26/13
583,67 Macpherson Hill,Winston Salem,North Carolina,27116,7/19/10,1/19/18
584,27 Carey Road,Colorado Springs,Colorado,80945,9/3/15,1/12/19
585,2653 Pawling Street,Boston,Massachusetts,2283,9/27/14,6/8/05
586,3 Kennedy Drive,Bethlehem,Pennsylvania,18018,4/23/01,4/19/04
587,4045 Grasskamp Trail,Los Angeles,California,90081,9/19/05,1/4/13
588,78274 Menomonie Trail,Port Saint Lucie,Florida,34985,12/20/24,1/16/13
589,45 Washington Drive,Cincinnati,Ohio,45264,1/25/13,12/30/06
590,4274 Browning Street,Wichita,Kansas,67210,11/14/06,7/11/11
591,76 Springs Road,Mobile,Alabama,36622,6/15/11,5/10/20
592,78984 Charing Cross Center,San Diego,California,92121,6/9/05,1/21/12
593,685 Crest Line Street,New York City,New York,10105,6/29/20,12/12/17
594,1 Sachtjen Lane,Monticello,Minnesota,55565,1/4/07,11/30/17
595,232 New Castle Parkway,Midland,Texas,79705,3/24/08,4/28/08
596,1150 Dixon Park,Cincinnati,Ohio,45238,3/28/01,10/7/15
597,784 International Crossing,Birmingham,Alabama,35290,10/4/23,3/3/00
598,1711 Grim Park,Santa Barbara,California,93150,2/11/18,6/22/07
599,4 Fairview Drive,Glendale,Arizona,85305,5/29/19,10/15/24
600,8133 Golf Parkway,Santa Cruz,California,95064,12/27/24,3/22/22
601,22040 Elka Road,Sacramento,California,94291,4/18/23,1/2/25
602,76 Kennedy Court,Oklahoma City,Oklahoma,73104,5/27/07,9/18/10
603,60 Hauk Place,Houston,Texas,77015,3/20/13,11/25/12
604,137 Longview Street,Atlanta,Georgia,30336,3/12/06,10/17/10
605,97 Dawn Hill,Whittier,California,90605,11/2/21,9/7/21
606,4 Caliangt Plaza,Seattle,Washington,98185,6/29/17,6/17/06
607,8 Mesta Drive,Erie,Pennsylvania,16522,11/21/21,2/23/17
608,9 Shelley Trail,Olympia,Washington,98516,1/21/02,3/26/09
609,6 Randy Center,Greeley,Colorado,80638,5/30/13,8/25/16
610,4 Algoma Center,Austin,Texas,78789,5/9/01,12/26/10
611,34 Meadow Valley Pass,Dallas,Texas,75221,7/12/07,1/14/24
612,9 Bobwhite Junction,Homestead,Florida,33034,2/27/11,5/6/11
613,738 Graedel Trail,New York City,New York,10034,5/25/07,12/24/22
614,70 Reinke Hill,Springfield,Illinois,62723,11/10/14,3/20/04
615,6128 Algoma Drive,New York City,New York,10090,8/5/01,4/6/08
616,2 Kedzie Junction,Sioux Falls,South Dakota,57105,7/16/12,11/5/24
617,6 Glacier Hill Plaza,Fort Wayne,Indiana,46852,3/12/01,12/26/04
618,36 Atwood Pass,Philadelphia,Pennsylvania,19160,3/12/10,7/15/10
619,6 Lakewood Avenue,Edmond,Oklahoma,73034,4/16/24,9/26/20
620,69233 Claremont Drive,Washington,District of Columbia,20010,2/22/05,8/14/00
621,23 Pennsylvania Crossing,Austin,Texas,78737,2/25/13,11/21/24
622,3 American Street,Indianapolis,Indiana,46231,4/29/17,9/20/07
623,32602 Columbus Center,Tampa,Florida,33615,7/21/23,3/6/02
624,6978 Independence Avenue,Portland,Oregon,97201,3/6/18,4/8/00
625,01767 Tennyson Court,Spartanburg,South Carolina,29319,10/21/15,6/2/19
626,08141 Thackeray Alley,Lafayette,Louisiana,70505,11/30/08,8/28/18
627,892 Boyd Avenue,Long Beach,California,90810,11/7/13,5/23/18
628,05686 Columbus Park,Baltimore,Maryland,21275,6/8/17,4/8/23
629,4245 Center Place,Levittown,Pennsylvania,19058,7/7/23,12/2/07
630,914 Debs Hill,Kansas City,Missouri,64160,4/7/07,12/24/12
631,45894 Golf Lane,Raleigh,North Carolina,27658,8/24/21,9/26/13
632,64 Stuart Plaza,San Antonio,Texas,78225,3/14/07,3/24/17
633,8098 Esker Terrace,Glendale,California,91210,12/9/12,3/7/13
634,6 Tomscot Lane,Phoenix,Arizona,85040,9/15/22,6/3/22
635,6697 Lawn Road,Appleton,Wisconsin,54915,6/23/12,4/18/01
636,91 Granby Road,Fort Lauderdale,Florida,33320,9/13/24,7/9/03
637,746 Golf View Crossing,Warren,Ohio,44485,8/24/05,4/7/03
638,428 Gulseth Drive,Idaho Falls,Idaho,83405,10/5/03,4/10/15
639,899 Glacier Hill Circle,Austin,Texas,78726,8/24/19,2/25/11
640,34 Butternut Point,Tampa,Florida,33694,6/7/01,7/16/02
641,681 Melby Road,Youngstown,Ohio,44505,3/28/02,2/9/05
642,289 Hanover Parkway,Phoenix,Arizona,85025,6/21/21,12/2/00
643,87965 Longview Crossing,Washington,District of Columbia,20205,9/12/18,6/6/02
644,7 Aberg Junction,Asheville,North Carolina,28805,5/5/07,6/1/04
645,6 Cambridge Terrace,Charleston,South Carolina,29416,1/16/09,9/19/16
646,8321 Morning Drive,Sarasota,Florida,34238,6/3/21,2/20/10
647,49327 Golf View Junction,High Point,North Carolina,27264,10/22/14,5/25/05
648,4 Sunnyside Center,Roanoke,Virginia,24024,2/16/09,10/9/11
649,494 Vernon Alley,Milwaukee,Wisconsin,53225,9/11/19,10/14/07
650,276 Brentwood Court,Jacksonville,Florida,32255,6/22/13,1/24/07
651,35732 Corscot Road,Humble,Texas,77346,12/18/13,12/5/18
652,86378 Sloan Place,Albany,New York,12247,2/24/03,6/30/13
653,6 Saint Paul Center,Fort Wayne,Indiana,46862,11/6/04,4/2/02
654,37 Elgar Road,Youngstown,Ohio,44511,12/23/16,5/23/24
655,56 Buell Street,Carol Stream,Illinois,60158,6/12/02,1/19/17
656,6238 Columbus Avenue,New York City,New York,10029,12/20/24,3/27/01
657,12 Loomis Place,Mobile,Alabama,36610,12/1/21,1/24/03
658,5791 Golf Course Street,Aurora,Colorado,80045,7/2/08,10/19/15
659,753 Gina Parkway,Buffalo,New York,14220,10/16/14,2/6/01
660,09808 Paget Pass,Philadelphia,Pennsylvania,19191,10/15/03,3/4/11
661,2420 Kinsman Park,Chicago,Illinois,60652,12/12/16,12/28/23
662,64 Esch Circle,Pocatello,Idaho,83206,3/4/19,8/10/08
663,56 Dakota Court,Abilene,Texas,79699,9/14/22,2/17/01
664,19158 Prairie Rose Point,Joliet,Illinois,60435,6/10/13,1/19/15
665,52 Lakewood Avenue,Topeka,Kansas,66617,4/14/11,6/5/21
666,794 Fulton Junction,Young America,Minnesota,55573,1/21/09,8/26/17
667,5982 Russell Way,Sacramento,California,94273,2/3/20,6/20/05
668,1 Mcguire Parkway,Suffolk,Virginia,23436,1/13/17,12/15/13
669,20 Harper Point,Richmond,Virginia,23220,3/20/14,11/28/23
670,28042 Fairview Terrace,Riverside,California,92519,6/29/14,1/24/23
671,30670 Eagan Hill,Sacramento,California,95865,3/28/08,6/27/22
672,64 Raven Center,Portland,Maine,4109,2/20/16,5/30/14
673,4472 Forest Dale Parkway,Silver Spring,Maryland,20918,5/5/24,11/27/11
674,01183 Mcguire Parkway,Conroe,Texas,77305,2/29/20,8/23/10
675,43 Sommers Court,Battle Creek,Michigan,49018,5/30/19,4/9/07
676,8 Autumn Leaf Junction,Miami,Florida,33111,3/6/14,4/18/13
677,48562 Cody Point,Grand Rapids,Michigan,49510,8/28/07,10/14/06
678,193 Village Parkway,Richmond,Virginia,23293,12/17/06,1/27/04
679,2958 Dottie Hill,Washington,District of Columbia,20022,1/19/11,1/3/16
680,910 Holy Cross Pass,Austin,Texas,78744,5/14/03,9/29/18
681,266 Mallory Lane,Topeka,Kansas,66667,3/3/20,2/13/19
682,48 Huxley Court,Wichita,Kansas,67220,5/1/12,5/18/11
683,13 Ramsey Crossing,Jeffersonville,Indiana,47134,1/15/18,10/5/19
684,1295 Packers Pass,Springfield,Massachusetts,1105,11/1/20,6/5/04
685,7163 Dottie Place,Tulsa,Oklahoma,74126,3/21/15,8/27/03
686,53920 Londonderry Lane,West Hartford,Connecticut,6127,9/29/03,6/10/00
687,35490 Anzinger Junction,Los Angeles,California,90076,4/16/17,12/7/23
688,6 7th Park,Paterson,New Jersey,7505,3/24/00,12/12/07
689,634 Harper Avenue,Toledo,Ohio,43635,10/30/19,5/30/17
690,85 Evergreen Crossing,Sioux Falls,South Dakota,57198,1/13/18,9/4/12
691,91 Bashford Lane,Sioux Falls,South Dakota,57193,5/24/13,8/16/18
692,2 Hollow Ridge Trail,Spring Hill,Florida,34611,11/5/21,10/23/15
693,07 Moose Plaza,Sacramento,California,94257,1/1/20,9/15/06
694,98981 Acker Point,Buffalo,New York,14276,3/7/20,10/6/20
695,74444 Mallard Point,Minneapolis,Minnesota,55402,7/9/19,1/2/08
696,4 Drewry Drive,Norwalk,Connecticut,6859,3/23/06,5/9/07
697,80574 Magdeline Drive,Atlanta,Georgia,30375,8/19/05,2/26/00
698,6079 Park Meadow Terrace,Petaluma,California,94975,4/29/13,12/30/05
699,1 Sutherland Center,Arlington,Virginia,22212,9/20/12,7/29/05
700,861 Duke Pass,New York City,New York,10115,12/7/11,4/19/02
701,19 Kensington Parkway,Wilmington,Delaware,19810,3/14/04,8/24/10
702,00188 Susan Terrace,Denver,Colorado,80223,7/1/11,10/24/02
703,8469 Evergreen Center,Tulsa,Oklahoma,74149,1/28/10,8/13/04
704,16 Menomonie Road,Houston,Texas,77245,8/30/00,1/5/14
705,2 Sunfield Park,Washington,District of Columbia,20046,2/26/18,12/7/17
706,954 Jackson Alley,Montgomery,Alabama,36134,5/4/02,12/6/21
707,9 Oak Parkway,Hamilton,Ohio,45020,1/4/12,4/8/03
708,2592 Truax Court,Philadelphia,Pennsylvania,19172,1/29/23,8/5/04
709,72 Leroy Junction,Grand Rapids,Michigan,49560,10/1/14,7/27/22
710,606 Basil Trail,Shawnee Mission,Kansas,66210,1/22/23,3/15/07
711,590 Crest Line Pass,Bethesda,Maryland,20892,3/25/06,3/12/11
712,65 Division Lane,Champaign,Illinois,61825,9/25/12,2/12/19
713,50 Troy Crossing,Pompano Beach,Florida,33064,4/13/15,1/6/24
714,48 Eastwood Terrace,Syracuse,New York,13210,12/20/05,1/28/04
715,484 Lunder Pass,Marietta,Georgia,30066,10/18/12,7/28/14
716,0 Tennessee Road,Salt Lake City,Utah,84120,3/10/02,9/22/18
717,74559 Canary Way,Elmira,New York,14905,9/25/01,5/7/17
718,418 Clyde Gallagher Hill,Boca Raton,Florida,33432,8/25/00,11/30/11
719,3 Manufacturers Court,Portland,Oregon,97232,4/17/24,4/6/19
720,4607 Namekagon Street,Katy,Texas,77493,7/2/00,7/18/08
721,041 Grim Hill,Murfreesboro,Tennessee,37131,3/20/13,6/28/06
722,397 Victoria Terrace,Dallas,Texas,75358,5/28/13,10/22/14
723,859 Golf Course Court,Dallas,Texas,75251,8/18/02,3/17/12
724,2220 Nobel Trail,Chicago,Illinois,60681,3/22/05,6/6/20
725,2814 Texas Way,Austin,Texas,78744,1/23/10,3/25/23
726,973 Hanover Crossing,Nashville,Tennessee,37210,5/15/17,8/17/02
727,1279 Dovetail Circle,Stockton,California,95219,6/7/03,12/11/07
728,4757 Ohio Way,Modesto,California,95354,5/20/22,10/25/20
729,46 Moland Trail,Newark,New Jersey,7112,10/22/06,5/24/13
730,6007 Bonner Park,Colorado Springs,Colorado,80940,10/19/15,3/22/10
731,3 Lyons Place,Charleston,West Virginia,25362,2/17/02,8/3/02
732,694 Mockingbird Park,Daytona Beach,Florida,32118,12/10/02,12/15/23
733,2551 Superior Hill,Ridgely,Maryland,21684,6/11/24,12/1/15
734,38440 Veith Center,Daytona Beach,Florida,32123,2/17/07,11/22/21
